amt,category,merchant,payment_method,distance_km,hour,is_international,cvv_matches,is_fraud
301.36,travel,Unknown_Foreign_Store,Credit_Card,4068.44,2,1,1,1
520.39,travel,Chevron,Credit_Card,3536.06,23,1,0,1
4600.53,misc_net,Walmart,Wire_Transfer,200.87,11,1,1,1
606.23,travel,Unknown_Foreign_Store,Credit_Card,2134.36,5,1,1,1
714.99,shopping_net,Steam,Digital_Wallet,24.19,1,0,0,1
69.05,grocery_pos,Walmart,Debit_Card,1.93,9,0,1,0
36.33,shopping_net,Amazon,Debit_Card,21.42,12,0,1,0
80.3,grocery_pos,Starbucks,Credit_Card,29.65,17,0,1,0
1131.36,shopping_net,Chevron,Digital_Wallet,14.12,2,0,1,1
22.61,misc_net,Starbucks,Credit_Card,6.88,8,0,1,0
5048.47,misc_net,Walmart,Wire_Transfer,312.46,16,1,0,1
33.43,misc_net,Amazon,Credit_Card,7.41,11,0,1,0
1155.74,shopping_net,Walmart,Digital_Wallet,31.99,0,0,0,1
1091.2,shopping_net,Delta Air,Digital_Wallet,5.11,2,0,0,1
61.63,grocery_pos,Chevron,Credit_Card,10.03,20,0,1,0
5.97,gas_transport,Chevron,Credit_Card,4.79,15,0,1,0
1203.37,shopping_net,Walmart,Digital_Wallet,46.98,23,0,0,1
21.98,gas_transport,Amazon,Credit_Card,29.45,10,0,1,0
32.91,travel,Chevron,Debit_Card,15.92,10,0,1,0
71.78,grocery_pos,Starbucks,Credit_Card,20.08,11,0,1,0
864.24,shopping_net,Chevron,Digital_Wallet,23.51,2,0,0,1
512.9,travel,Chevron,Credit_Card,4345.86,12,1,1,1
64.22,entertainment,Starbucks,Credit_Card,2.19,17,0,1,0
21.45,travel,Walmart,Credit_Card,1.65,20,0,1,0
875.33,shopping_net,Amazon,Digital_Wallet,48.26,2,0,0,1
1292.2,shopping_net,Starbucks,Digital_Wallet,32.36,2,0,1,1
1016.52,shopping_net,Unknown_Foreign_Store,Digital_Wallet,24.52,23,0,1,1
21.11,travel,Amazon,Digital_Wallet,20.18,14,0,1,0
-2.9,travel,Starbucks,Credit_Card,7.02,16,0,1,0
27.08,travel,Walmart,Credit_Card,5.84,19,0,1,0
1636.7,shopping_net,Chevron,Digital_Wallet,26.17,23,0,1,1
83.97,grocery_pos,Amazon,Credit_Card,9.21,8,0,1,0
1710.34,shopping_net,Steam,Digital_Wallet,7.19,0,0,0,1
31.06,travel,Starbucks,Credit_Card,10.15,14,0,1,0
1316.98,shopping_net,Walmart,Digital_Wallet,21.27,23,0,0,1
65.4,gas_transport,Starbucks,Debit_Card,10.67,9,0,1,0
3536.2,misc_net,Walmart,Wire_Transfer,182.41,12,1,0,1
90.27,grocery_pos,Walmart,Credit_Card,27.05,13,0,1,0
6893.31,misc_net,Steam,Wire_Transfer,179.04,11,1,0,1
18.32,gas_transport,Starbucks,Credit_Card,1.02,18,0,1,0
58.28,entertainment,Walmart,Credit_Card,8.32,19,0,1,0
86.11,entertainment,Amazon,Credit_Card,24.4,19,0,1,0
5185.4,misc_net,Chevron,Wire_Transfer,133.58,10,1,0,1
5181.83,misc_net,Starbucks,Wire_Transfer,142.23,16,1,1,1
368.15,shopping_net,Starbucks,Digital_Wallet,32.21,1,0,1,1
43.56,gas_transport,Walmart,Digital_Wallet,7.35,15,0,1,0
-2.25,gas_transport,Walmart,Debit_Card,0.99,21,0,1,0
4.22,grocery_pos,Walmart,Credit_Card,29.2,19,0,1,0
31.12,grocery_pos,Chevron,Digital_Wallet,8.57,21,0,1,0
57.24,grocery_pos,Walmart,Debit_Card,17.69,19,0,1,0
1145.77,shopping_net,Steam,Digital_Wallet,32.47,1,0,1,1
63.63,entertainment,Amazon,Debit_Card,18.35,20,0,1,0
50.02,misc_net,Chevron,Credit_Card,18.73,11,0,1,0
1162.01,shopping_net,Unknown_Foreign_Store,Digital_Wallet,27.52,2,0,1,1
1101.95,shopping_net,Walmart,Digital_Wallet,25.23,2,0,1,1
17.35,gas_transport,Walmart,Debit_Card,23.19,15,0,1,0
5069.53,misc_net,Delta Air,Wire_Transfer,280.27,10,1,1,1
440.72,travel,Delta Air,Credit_Card,1763.72,2,1,0,1
261.95,travel,Unknown_Foreign_Store,Credit_Card,3813.37,6,1,1,1
25.75,misc_net,Walmart,Debit_Card,7.31,17,0,1,0
54.13,entertainment,Starbucks,Debit_Card,28.68,19,0,1,0
677.33,travel,Chevron,Credit_Card,4857.32,22,1,0,1
355.12,travel,Walmart,Credit_Card,2778.79,18,1,1,1
72.89,shopping_net,Starbucks,Credit_Card,23.58,10,0,1,0
971.58,shopping_net,Steam,Digital_Wallet,38.74,2,0,1,1
40.32,gas_transport,Amazon,Debit_Card,12.87,16,0,1,0
1330.36,shopping_net,Unknown_Foreign_Store,Digital_Wallet,9.99,23,0,1,1
49.34,grocery_pos,Starbucks,Credit_Card,10.09,10,0,1,0
22.67,grocery_pos,Amazon,Credit_Card,22.67,11,0,1,0
29.55,gas_transport,Amazon,Debit_Card,18.41,8,0,1,0
4114.07,misc_net,Delta Air,Wire_Transfer,248.51,14,1,1,1
81.48,gas_transport,Walmart,Credit_Card,22.58,16,0,1,0
28.58,grocery_pos,Starbucks,Credit_Card,16.52,19,0,1,0
1039.29,shopping_net,Unknown_Foreign_Store,Digital_Wallet,6.65,0,0,1,1
83.9,misc_net,Starbucks,Credit_Card,9.53,12,0,1,0
29.4,misc_net,Chevron,Credit_Card,3.43,15,0,1,0
1152.85,shopping_net,Delta Air,Digital_Wallet,38.46,1,0,1,1
74.69,entertainment,Walmart,Credit_Card,7.15,10,0,1,0
39.75,gas_transport,Starbucks,Credit_Card,1.95,8,0,1,0
30.79,gas_transport,Chevron,Credit_Card,2.44,8,0,1,0
5266.18,misc_net,Chevron,Wire_Transfer,144.88,10,1,1,1
73.05,gas_transport,Walmart,Credit_Card,23.92,12,0,1,0
294.0,travel,Walmart,Credit_Card,2463.95,17,1,0,1
1481.78,shopping_net,Delta Air,Digital_Wallet,15.56,2,0,1,1
251.4,travel,Delta Air,Credit_Card,2615.54,7,1,0,1
71.64,gas_transport,Amazon,Credit_Card,14.65,15,0,1,0
88.26,gas_transport,Starbucks,Credit_Card,21.89,21,0,1,0
789.24,shopping_net,Starbucks,Digital_Wallet,34.3,0,0,0,1
1447.01,shopping_net,Steam,Digital_Wallet,33.12,0,0,1,1
32.86,shopping_net,Starbucks,Credit_Card,28.21,10,0,1,0
975.77,shopping_net,Chevron,Digital_Wallet,48.86,2,0,1,1
6463.42,misc_net,Unknown_Foreign_Store,Wire_Transfer,443.62,16,1,0,1
4144.31,misc_net,Walmart,Wire_Transfer,295.34,13,1,0,1
46.91,gas_transport,Chevron,Credit_Card,12.39,19,0,1,0
40.39,entertainment,Starbucks,Credit_Card,17.4,11,0,1,0
76.16,grocery_pos,Amazon,Credit_Card,17.48,16,0,1,0
64.8,travel,Walmart,Credit_Card,12.7,8,0,1,0
1053.02,shopping_net,Delta Air,Digital_Wallet,26.45,0,0,0,1
20.57,grocery_pos,Walmart,Credit_Card,19.93,12,0,1,0
344.74,travel,Chevron,Credit_Card,3012.17,4,1,0,1
49.76,gas_transport,Walmart,Debit_Card,26.21,19,0,1,0
1335.69,shopping_net,Steam,Digital_Wallet,42.34,1,0,1,1
37.66,grocery_pos,Walmart,Credit_Card,6.38,11,0,1,0
32.51,grocery_pos,Walmart,Debit_Card,24.41,14,0,1,0
535.24,travel,Steam,Credit_Card,2460.49,23,1,0,1
38.82,travel,Amazon,Credit_Card,18.59,19,0,1,0
28.32,grocery_pos,Chevron,Debit_Card,13.03,18,0,1,0
5017.07,misc_net,Walmart,Wire_Transfer,274.48,16,1,0,1
1663.16,shopping_net,Chevron,Digital_Wallet,37.39,1,0,0,1
5475.82,misc_net,Delta Air,Wire_Transfer,440.83,11,1,1,1
1513.36,shopping_net,Walmart,Digital_Wallet,49.52,0,0,1,1
291.75,travel,Walmart,Credit_Card,2710.9,16,1,0,1
17.95,grocery_pos,Amazon,Credit_Card,10.66,15,0,1,0
72.46,grocery_pos,Amazon,Debit_Card,3.85,11,0,1,0
40.76,gas_transport,Walmart,Credit_Card,23.77,10,0,1,0
422.34,travel,Walmart,Credit_Card,3682.4,9,1,0,1
1067.88,shopping_net,Steam,Digital_Wallet,33.26,2,0,1,1
1348.65,shopping_net,Unknown_Foreign_Store,Digital_Wallet,30.77,0,0,0,1
483.31,travel,Delta Air,Credit_Card,1367.35,7,1,0,1
48.16,gas_transport,Chevron,Credit_Card,8.1,17,0,1,0
53.57,gas_transport,Walmart,Credit_Card,1.03,20,0,1,0
52.09,grocery_pos,Starbucks,Digital_Wallet,20.38,20,0,1,0
17.87,gas_transport,Amazon,Credit_Card,2.86,17,0,1,0
66.02,entertainment,Amazon,Credit_Card,14.21,21,0,1,0
66.93,grocery_pos,Amazon,Credit_Card,24.82,17,0,1,0
21.94,grocery_pos,Starbucks,Debit_Card,25.94,12,0,1,0
57.94,gas_transport,Walmart,Credit_Card,0.73,11,0,1,0
55.85,gas_transport,Amazon,Credit_Card,7.19,14,0,1,0
57.88,grocery_pos,Chevron,Digital_Wallet,24.75,16,0,1,0
405.24,travel,Chevron,Credit_Card,2844.93,4,1,1,1
5371.68,misc_net,Delta Air,Wire_Transfer,292.31,16,1,1,1
4270.89,misc_net,Steam,Wire_Transfer,219.49,11,1,1,1
65.03,grocery_pos,Chevron,Credit_Card,25.13,18,0,1,0
458.18,travel,Steam,Credit_Card,2283.55,10,1,1,1
10.46,gas_transport,Amazon,Credit_Card,16.69,19,0,1,0
12.93,grocery_pos,Starbucks,Debit_Card,23.43,15,0,1,0
40.65,entertainment,Walmart,Debit_Card,20.61,13,0,1,0
555.05,travel,Steam,Credit_Card,3567.32,23,1,1,1
5504.26,misc_net,Steam,Wire_Transfer,230.7,12,1,0,1
267.1,travel,Walmart,Credit_Card,1357.1,8,1,1,1
2541.11,misc_net,Steam,Wire_Transfer,482.18,9,1,1,1
-36.88,shopping_net,Walmart,Credit_Card,16.85,16,0,1,0
5669.53,misc_net,Delta Air,Wire_Transfer,370.44,15,1,0,1
28.72,grocery_pos,Starbucks,Credit_Card,4.9,13,0,1,0
6553.41,misc_net,Walmart,Wire_Transfer,394.91,15,1,0,1
73.41,travel,Walmart,Credit_Card,4379.14,14,1,1,1
1220.59,shopping_net,Steam,Digital_Wallet,23.37,1,0,0,1
0.33,entertainment,Walmart,Credit_Card,5.62,9,0,1,0
5061.31,misc_net,Amazon,Wire_Transfer,377.69,16,1,0,1
4632.19,misc_net,Walmart,Wire_Transfer,422.42,16,1,0,1
1108.9,shopping_net,Amazon,Digital_Wallet,8.01,0,0,0,1
3536.37,misc_net,Delta Air,Wire_Transfer,282.35,12,1,1,1
1542.33,shopping_net,Chevron,Digital_Wallet,29.84,1,0,1,1
15.24,gas_transport,Starbucks,Credit_Card,21.69,21,0,1,0
16.47,shopping_net,Walmart,Debit_Card,14.93,8,0,1,0
18.57,gas_transport,Chevron,Credit_Card,3.61,19,0,1,0
25.25,grocery_pos,Starbucks,Credit_Card,13.44,18,0,1,0
831.37,travel,Delta Air,Credit_Card,2760.81,16,1,1,1
57.42,gas_transport,Amazon,Credit_Card,13.65,14,0,1,0
59.1,entertainment,Amazon,Credit_Card,18.48,17,0,1,0
63.9,travel,Chevron,Credit_Card,28.24,15,0,1,0
27.47,gas_transport,Walmart,Debit_Card,2.77,20,0,1,0
1558.56,shopping_net,Amazon,Digital_Wallet,35.32,0,0,1,1
335.74,travel,Starbucks,Credit_Card,2014.01,20,1,1,1
5923.91,misc_net,Chevron,Wire_Transfer,132.73,9,1,0,1
495.11,travel,Delta Air,Credit_Card,3029.86,8,1,0,1
65.28,grocery_pos,Starbucks,Credit_Card,15.94,21,0,1,0
45.85,gas_transport,Amazon,Credit_Card,2.57,21,0,1,0
505.58,travel,Walmart,Credit_Card,4192.96,8,1,0,1
3150.94,misc_net,Delta Air,Wire_Transfer,178.41,9,1,1,1
56.77,gas_transport,Amazon,Credit_Card,4.89,12,0,1,0
72.85,gas_transport,Amazon,Credit_Card,2.98,17,0,1,0
25.05,gas_transport,Amazon,Credit_Card,23.19,16,0,1,0
20.82,travel,Walmart,Digital_Wallet,26.76,19,0,1,0
299.59,travel,Starbucks,Credit_Card,2646.53,7,1,0,1
-12.66,gas_transport,Starbucks,Credit_Card,28.02,12,0,1,0
361.57,travel,Starbucks,Credit_Card,4624.81,5,1,0,1
4702.42,misc_net,Chevron,Wire_Transfer,324.27,9,1,1,1
51.23,gas_transport,Amazon,Credit_Card,3.95,19,0,1,0
104.71,entertainment,Amazon,Credit_Card,2.74,9,0,1,0
1188.67,shopping_net,Delta Air,Digital_Wallet,28.62,2,0,1,1
322.77,travel,Amazon,Credit_Card,1645.6,4,1,1,1
472.97,travel,Starbucks,Credit_Card,938.64,6,1,1,1
5160.98,misc_net,Delta Air,Wire_Transfer,418.81,12,1,0,1
3891.5,misc_net,Amazon,Wire_Transfer,355.86,9,1,1,1
31.65,shopping_net,Walmart,Credit_Card,0.93,17,0,1,0
324.19,travel,Chevron,Credit_Card,3940.82,20,1,1,1
48.94,gas_transport,Starbucks,Debit_Card,1.03,17,0,1,0
331.83,travel,Walmart,Credit_Card,3852.16,1,1,0,1
18.67,misc_net,Walmart,Credit_Card,22.12,18,0,1,0
510.29,travel,Delta Air,Credit_Card,2074.68,20,1,0,1
360.49,travel,Walmart,Credit_Card,4115.2,5,1,0,1
273.3,travel,Walmart,Credit_Card,1783.69,15,1,1,1
915.02,shopping_net,Unknown_Foreign_Store,Digital_Wallet,5.55,2,0,1,1
55.87,gas_transport,Walmart,Digital_Wallet,26.66,13,0,1,0
856.24,shopping_net,Delta Air,Digital_Wallet,24.47,0,0,0,1
161.0,travel,Amazon,Credit_Card,4394.79,11,1,1,1
85.64,grocery_pos,Starbucks,Credit_Card,1.35,20,0,1,0
44.33,grocery_pos,Amazon,Debit_Card,20.46,10,0,1,0
53.69,misc_net,Amazon,Credit_Card,16.85,16,0,1,0
6487.28,misc_net,Delta Air,Wire_Transfer,132.95,9,1,0,1
4829.29,misc_net,Starbucks,Wire_Transfer,225.76,11,1,1,1
4230.84,misc_net,Amazon,Wire_Transfer,311.26,12,1,0,1
23.04,gas_transport,Walmart,Debit_Card,17.16,9,0,1,0
4549.33,misc_net,Chevron,Wire_Transfer,357.86,12,1,1,1
488.74,travel,Steam,Credit_Card,3455.63,22,1,1,1
435.85,travel,Amazon,Credit_Card,2107.72,16,1,1,1
82.8,entertainment,Chevron,Debit_Card,8.57,21,0,1,0
52.18,grocery_pos,Starbucks,Credit_Card,16.85,21,0,1,0
331.31,travel,Walmart,Credit_Card,4189.91,0,1,1,1
1281.99,shopping_net,Chevron,Digital_Wallet,25.85,23,0,1,1
25.28,grocery_pos,Starbucks,Credit_Card,9.21,17,0,1,0
6070.12,misc_net,Starbucks,Wire_Transfer,302.5,15,1,1,1
45.12,grocery_pos,Amazon,Debit_Card,15.52,16,0,1,0
350.74,travel,Steam,Credit_Card,719.76,8,1,0,1
906.23,shopping_net,Walmart,Digital_Wallet,27.09,23,0,1,1
6064.0,misc_net,Walmart,Wire_Transfer,134.51,14,1,1,1
74.46,gas_transport,Starbucks,Credit_Card,16.2,15,0,1,0
4665.31,misc_net,Chevron,Wire_Transfer,414.33,15,1,1,1
388.69,travel,Delta Air,Credit_Card,4711.16,5,1,0,1
377.02,travel,Steam,Credit_Card,4536.61,1,1,0,1
1347.4,shopping_net,Delta Air,Digital_Wallet,34.19,23,0,1,1
972.44,shopping_net,Chevron,Digital_Wallet,15.7,0,0,0,1
4537.61,misc_net,Walmart,Wire_Transfer,410.2,14,1,0,1
1368.6,shopping_net,Starbucks,Digital_Wallet,46.97,1,0,0,1
37.61,travel,Walmart,Digital_Wallet,3.3,16,0,1,0
38.75,shopping_net,Amazon,Debit_Card,6.72,19,0,1,0
289.9,travel,Delta Air,Credit_Card,4705.64,3,1,0,1
1357.07,shopping_net,Delta Air,Digital_Wallet,41.8,0,0,0,1
-4.75,gas_transport,Chevron,Debit_Card,10.97,10,0,1,0
32.2,grocery_pos,Starbucks,Credit_Card,22.12,20,0,1,0
48.27,gas_transport,Chevron,Credit_Card,13.57,8,0,1,0
36.92,gas_transport,Amazon,Credit_Card,21.15,11,0,1,0
372.89,travel,Amazon,Credit_Card,2995.8,23,1,0,1
1423.26,shopping_net,Walmart,Digital_Wallet,33.52,23,0,1,1
5346.62,misc_net,Delta Air,Wire_Transfer,494.53,16,1,0,1
863.26,shopping_net,Steam,Digital_Wallet,25.79,1,0,0,1
1087.06,shopping_net,Walmart,Digital_Wallet,38.63,0,0,0,1
28.38,entertainment,Starbucks,Credit_Card,29.71,10,0,1,0
71.61,misc_net,Amazon,Digital_Wallet,29.91,17,0,1,0
70.76,gas_transport,Amazon,Credit_Card,26.41,12,0,1,0
41.11,grocery_pos,Amazon,Credit_Card,12.21,9,0,1,0
43.99,travel,Walmart,Credit_Card,13.02,14,0,1,0
1208.75,shopping_net,Walmart,Digital_Wallet,23.39,1,0,1,1
1540.76,shopping_net,Steam,Digital_Wallet,15.32,2,0,0,1
5929.75,misc_net,Unknown_Foreign_Store,Wire_Transfer,237.56,13,1,0,1
56.18,misc_net,Starbucks,Debit_Card,18.44,8,0,1,0
696.38,shopping_net,Delta Air,Digital_Wallet,49.21,2,0,1,1
31.74,grocery_pos,Amazon,Credit_Card,16.27,19,0,1,0
5134.02,misc_net,Amazon,Wire_Transfer,471.92,12,1,0,1
25.85,grocery_pos,Chevron,Credit_Card,22.16,18,0,1,0
4187.94,misc_net,Amazon,Wire_Transfer,194.06,9,1,1,1
58.25,misc_net,Starbucks,Credit_Card,11.95,19,0,1,0
5837.46,misc_net,Steam,Wire_Transfer,423.41,11,1,0,1
38.37,misc_net,Starbucks,Credit_Card,13.0,20,0,1,0
5574.97,misc_net,Starbucks,Wire_Transfer,474.73,12,1,1,1
3859.39,misc_net,Starbucks,Wire_Transfer,454.18,11,1,0,1
1056.66,shopping_net,Chevron,Digital_Wallet,24.11,2,0,0,1
67.38,misc_net,Walmart,Credit_Card,14.24,20,0,1,0
305.86,travel,Starbucks,Credit_Card,935.65,8,1,1,1
-3.28,grocery_pos,Starbucks,Credit_Card,28.82,20,0,1,0
51.53,shopping_net,Starbucks,Credit_Card,21.93,18,0,1,0
38.22,misc_net,Amazon,Credit_Card,24.32,11,0,1,0
21.06,misc_net,Walmart,Credit_Card,3.0,10,0,1,0
350.39,travel,Steam,Credit_Card,665.57,12,1,1,1
419.11,travel,Amazon,Credit_Card,3847.97,20,1,1,1
25.82,grocery_pos,Walmart,Credit_Card,4.72,11,0,1,0
40.3,grocery_pos,Chevron,Credit_Card,17.44,11,0,1,0
6207.24,misc_net,Starbucks,Wire_Transfer,361.95,16,1,0,1
52.8,misc_net,Chevron,Credit_Card,13.89,21,0,1,0
58.91,misc_net,Amazon,Digital_Wallet,6.59,15,0,1,0
14.32,grocery_pos,Walmart,Debit_Card,2.19,10,0,1,0
315.38,travel,Delta Air,Credit_Card,3729.78,10,1,1,1
38.13,grocery_pos,Chevron,Digital_Wallet,17.95,14,0,1,0
30.12,travel,Chevron,Credit_Card,3.09,10,0,1,0
1014.92,shopping_net,Unknown_Foreign_Store,Digital_Wallet,5.33,1,0,1,1
47.27,travel,Chevron,Credit_Card,21.9,19,0,1,0
75.43,grocery_pos,Walmart,Digital_Wallet,29.22,9,0,1,0
438.56,travel,Delta Air,Credit_Card,4631.86,5,1,1,1
5503.67,misc_net,Unknown_Foreign_Store,Wire_Transfer,253.06,11,1,1,1
1038.72,shopping_net,Amazon,Digital_Wallet,13.33,23,0,1,1
1009.08,shopping_net,Starbucks,Digital_Wallet,21.98,0,0,0,1
43.14,misc_net,Amazon,Credit_Card,6.8,11,0,1,0
2709.9,misc_net,Starbucks,Wire_Transfer,306.71,12,1,1,1
540.6,travel,Chevron,Credit_Card,1276.64,20,1,1,1
1702.86,shopping_net,Chevron,Digital_Wallet,26.15,1,0,0,1
77.44,gas_transport,Walmart,Debit_Card,2.43,15,0,1,0
400.49,travel,Unknown_Foreign_Store,Credit_Card,2536.5,12,1,0,1
23.79,misc_net,Amazon,Credit_Card,27.16,16,0,1,0
56.56,gas_transport,Walmart,Debit_Card,12.84,10,0,1,0
452.96,travel,Steam,Credit_Card,4753.95,23,1,1,1
4405.92,misc_net,Amazon,Wire_Transfer,289.9,15,1,0,1
778.71,shopping_net,Starbucks,Digital_Wallet,7.91,1,0,0,1
811.08,shopping_net,Delta Air,Digital_Wallet,45.64,1,0,1,1
30.35,grocery_pos,Starbucks,Credit_Card,27.48,16,0,1,0
76.16,grocery_pos,Walmart,Debit_Card,27.32,14,0,1,0
549.32,travel,Walmart,Credit_Card,2272.7,17,1,0,1
559.33,travel,Steam,Credit_Card,4481.61,22,1,1,1
48.01,gas_transport,Amazon,Debit_Card,22.78,21,0,1,0
1233.51,shopping_net,Unknown_Foreign_Store,Digital_Wallet,36.54,2,0,0,1
58.29,gas_transport,Starbucks,Debit_Card,16.71,20,0,1,0
67.4,grocery_pos,Walmart,Credit_Card,3.99,11,0,1,0
4328.67,misc_net,Chevron,Wire_Transfer,191.25,13,1,1,1
43.81,grocery_pos,Chevron,Credit_Card,8.98,10,0,1,0
651.55,shopping_net,Starbucks,Digital_Wallet,10.3,23,0,1,1
1495.8,shopping_net,Starbucks,Digital_Wallet,5.05,0,0,1,1
5918.96,misc_net,Walmart,Wire_Transfer,262.34,15,1,1,1
1331.12,shopping_net,Amazon,Digital_Wallet,41.99,2,0,0,1
6164.48,misc_net,Chevron,Wire_Transfer,303.02,13,1,0,1
47.66,gas_transport,Walmart,Credit_Card,23.57,14,0,1,0
43.49,grocery_pos,Starbucks,Credit_Card,21.33,8,0,1,0
43.7,gas_transport,Chevron,Credit_Card,9.31,12,0,1,0
548.65,travel,Chevron,Credit_Card,4940.49,16,1,0,1
65.4,gas_transport,Amazon,Debit_Card,14.01,16,0,1,0
64.32,misc_net,Chevron,Credit_Card,14.95,9,0,1,0
4153.86,misc_net,Delta Air,Wire_Transfer,358.88,16,1,0,1
28.09,entertainment,Walmart,Debit_Card,29.19,21,0,1,0
4620.98,misc_net,Walmart,Wire_Transfer,221.72,13,1,1,1
551.25,travel,Chevron,Credit_Card,2021.5,20,1,0,1
73.25,gas_transport,Walmart,Credit_Card,10.49,19,0,1,0
466.62,travel,Unknown_Foreign_Store,Credit_Card,4471.49,7,1,0,1
4545.29,misc_net,Chevron,Wire_Transfer,302.27,11,1,1,1
5288.24,misc_net,Walmart,Wire_Transfer,347.65,12,1,0,1
46.42,gas_transport,Walmart,Debit_Card,16.63,9,0,1,0
55.2,gas_transport,Starbucks,Credit_Card,26.35,11,0,1,0
632.28,travel,Chevron,Credit_Card,1289.16,7,1,1,1
63.83,gas_transport,Starbucks,Credit_Card,8.86,14,0,1,0
47.18,entertainment,Amazon,Digital_Wallet,5.02,14,0,1,0
530.25,travel,Amazon,Credit_Card,600.65,12,1,1,1
499.13,travel,Steam,Credit_Card,4545.61,16,1,0,1
-19.43,grocery_pos,Chevron,Credit_Card,8.21,16,0,1,0
33.2,grocery_pos,Amazon,Debit_Card,8.51,19,0,1,0
6416.27,misc_net,Unknown_Foreign_Store,Wire_Transfer,492.52,9,1,1,1
476.0,travel,Unknown_Foreign_Store,Credit_Card,3722.62,14,1,1,1
898.79,shopping_net,Steam,Digital_Wallet,27.97,1,0,1,1
47.82,grocery_pos,Walmart,Digital_Wallet,5.2,19,0,1,0
1157.74,shopping_net,Chevron,Digital_Wallet,44.49,0,0,1,1
50.66,travel,Starbucks,Debit_Card,15.3,13,0,1,0
334.59,travel,Unknown_Foreign_Store,Credit_Card,2590.82,0,1,1,1
2855.62,misc_net,Amazon,Wire_Transfer,443.46,14,1,0,1
4143.9,misc_net,Chevron,Wire_Transfer,194.36,9,1,1,1
25.64,grocery_pos,Starbucks,Credit_Card,1.47,17,0,1,0
66.07,grocery_pos,Chevron,Debit_Card,22.73,11,0,1,0
1120.71,shopping_net,Starbucks,Digital_Wallet,21.72,2,0,1,1
2716.48,misc_net,Amazon,Wire_Transfer,489.72,16,1,1,1
71.36,grocery_pos,Chevron,Credit_Card,21.72,13,0,1,0
271.66,travel,Walmart,Credit_Card,4229.13,19,1,1,1
22.07,gas_transport,Amazon,Credit_Card,16.3,17,0,1,0
10.72,gas_transport,Amazon,Credit_Card,9.64,17,0,1,0
59.35,gas_transport,Starbucks,Credit_Card,28.3,14,0,1,0
49.98,grocery_pos,Chevron,Credit_Card,2.94,9,0,1,0
107.3,entertainment,Starbucks,Debit_Card,26.54,14,0,1,0
423.08,travel,Walmart,Credit_Card,561.26,4,1,0,1
1413.84,shopping_net,Walmart,Digital_Wallet,5.91,23,0,1,1
38.64,entertainment,Walmart,Credit_Card,24.03,10,0,1,0
48.15,travel,Chevron,Credit_Card,24.32,19,0,1,0
56.04,grocery_pos,Chevron,Credit_Card,13.38,10,0,1,0
341.88,travel,Starbucks,Credit_Card,4133.74,5,1,1,1
4781.8,misc_net,Delta Air,Wire_Transfer,361.22,9,1,1,1
404.71,travel,Starbucks,Credit_Card,1222.49,23,1,1,1
96.96,grocery_pos,Walmart,Debit_Card,11.8,21,0,1,0
25.18,grocery_pos,Walmart,Credit_Card,10.24,18,0,1,0
71.0,gas_transport,Walmart,Credit_Card,12.32,13,0,1,0
5180.05,misc_net,Chevron,Wire_Transfer,270.31,14,1,0,1
1469.95,shopping_net,Unknown_Foreign_Store,Digital_Wallet,49.27,1,0,1,1
1260.31,shopping_net,Chevron,Digital_Wallet,31.48,2,0,1,1
10.61,grocery_pos,Amazon,Credit_Card,12.08,18,0,1,0
50.36,travel,Walmart,Debit_Card,28.68,8,0,1,0
4620.94,misc_net,Unknown_Foreign_Store,Wire_Transfer,153.78,12,1,1,1
17.6,entertainment,Starbucks,Credit_Card,13.36,21,0,1,0
355.67,travel,Chevron,Credit_Card,1287.85,2,1,1,1
33.41,gas_transport,Amazon,Credit_Card,4.34,13,0,1,0
1283.67,shopping_net,Starbucks,Digital_Wallet,17.25,23,0,1,1
743.45,shopping_net,Chevron,Digital_Wallet,39.46,23,0,1,1
3792.4,misc_net,Walmart,Wire_Transfer,339.98,14,1,1,1
812.98,shopping_net,Steam,Digital_Wallet,48.32,1,0,1,1
108.21,entertainment,Amazon,Debit_Card,12.77,17,0,1,0
909.37,shopping_net,Unknown_Foreign_Store,Digital_Wallet,33.4,2,0,0,1
1391.79,shopping_net,Unknown_Foreign_Store,Digital_Wallet,47.68,2,0,0,1
-4.25,travel,Walmart,Credit_Card,25.07,13,0,1,0
466.09,travel,Steam,Credit_Card,3485.32,2,1,0,1
47.45,gas_transport,Chevron,Credit_Card,5.49,20,0,1,0
1005.95,shopping_net,Walmart,Digital_Wallet,16.27,2,0,0,1
6413.45,misc_net,Unknown_Foreign_Store,Wire_Transfer,297.83,11,1,0,1
5195.14,misc_net,Walmart,Wire_Transfer,216.74,10,1,1,1
6775.16,misc_net,Amazon,Wire_Transfer,183.78,11,1,1,1
17.33,grocery_pos,Starbucks,Credit_Card,13.92,9,0,1,0
66.93,travel,Amazon,Credit_Card,17.19,15,0,1,0
397.11,travel,Amazon,Credit_Card,2516.41,22,1,1,1
4411.89,misc_net,Amazon,Wire_Transfer,442.45,11,1,1,1
478.86,travel,Amazon,Credit_Card,1665.13,4,1,1,1
73.09,gas_transport,Amazon,Credit_Card,20.96,13,0,1,0
4332.57,misc_net,Amazon,Wire_Transfer,181.8,15,1,1,1
7080.31,misc_net,Chevron,Wire_Transfer,212.38,11,1,0,1
20.39,gas_transport,Amazon,Credit_Card,20.77,15,0,1,0
3953.14,misc_net,Unknown_Foreign_Store,Wire_Transfer,413.16,10,1,1,1
